## [BeGaze]
## Converted from:	D:\Recorded Data\Experiment Data\Yin_2012_04_15_Pasta_autoWB.etg.data\Yin_2012_04_15_004-b74233b7-5336-48f6-95bb-450da8b37725\Yin_2012_04_15_004-1-recording.idf
## Date:	01.01.2001 00:04:55
## Version:	BeGaze 3.3.56
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	20076
## Reversed:	none
## [Run]
## Subject:	Yin_2012_04_15_004
## Description:	Run1
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
557675127	SMP	1	628.90	893.06	00:05:14:08		Fixation
557708355	SMP	1	629.24	889.88	00:05:14:09		Fixation
557740445	SMP	1	629.25	889.89	00:05:14:10		Fixation
557774140	SMP	1	629.26	889.91	00:05:14:11		Fixation
557808222	SMP	1	629.26	889.92	00:05:14:12		Saccade
557841630	SMP	1	630.60	881.46	00:05:14:12		Saccade
557875307	SMP	1	632.93	882.02	00:05:14:13		Fixation
557906871	SMP	1	632.30	877.23	00:05:14:14		Fixation
557941867	SMP	1	632.07	873.95	00:05:14:15		Saccade
557973962	SMP	1	648.69	827.39	00:05:14:15		Saccade
558007120	SMP	1	647.11	828.41	00:05:14:16		Fixation
558039916	SMP	1	647.12	828.42	00:05:14:17		Fixation
558074448	SMP	1	647.83	829.11	00:05:14:18		Fixation
558106641	SMP	1	664.00	837.61	00:05:14:19		Saccade
558141752	SMP	1	679.34	850.73	00:05:14:20		Saccade
558174454	SMP	1	693.65	918.37	00:05:14:20		Saccade
558207017	SMP	1	693.16	915.12	00:05:14:21		Fixation
558239756	SMP	1	684.63	905.24	00:05:14:22		Fixation
558273953	SMP	1	682.07	904.86	00:05:14:23		Saccade
558307359	SMP	1	677.95	820.22	00:05:15:00		Saccade
558339968	SMP	1	675.37	815.51	00:05:15:00		Fixation
558374145	SMP	1	695.93	859.07	00:05:15:01		Fixation
558406455	SMP	1	695.49	861.75	00:05:15:02		Fixation
558440597	SMP	1	695.60	862.01	00:05:15:03		Saccade
558472590	SMP	1	689.22	950.22	00:05:15:03		Saccade
558506834	SMP	1	675.78	922.77	00:05:15:05		Saccade
558573103	SMP	1	667.11	921.39	00:05:15:06		Fixation
558606892	SMP	1	665.98	922.70	00:05:15:07		Fixation
558640261	SMP	1	666.00	922.71	00:05:15:08		Fixation
558672260	SMP	1	663.79	916.85	00:05:15:09		Saccade
558707831	SMP	1	660.44	923.77	00:05:15:09		Saccade
558740434	SMP	1	660.45	923.79	00:05:15:10		Saccade
558772470	SMP	1	642.25	905.89	00:05:15:11		Fixation
558806667	SMP	1	643.04	905.43	00:05:15:11		Fixation
558839080	SMP	1	636.30	901.06	00:05:15:12		Fixation
558871538	SMP	1	637.60	902.54	00:05:15:13		Fixation
558906682	SMP	1	641.33	902.18	00:05:15:14		Fixation
558939260	SMP	1	641.35	902.20	00:05:15:15		Saccade
558973542	SMP	1	616.40	824.18	00:05:15:15		Saccade
559006399	SMP	1	619.25	803.81	00:05:15:16		Saccade
559038364	SMP	1	623.83	794.45	00:05:15:17		Fixation
559072485	SMP	1	623.57	796.26	00:05:15:18		Fixation
559105714	SMP	1	625.38	792.65	00:05:15:19		Fixation
559138144	SMP	1	625.40	791.54	00:05:15:19		Saccade
559172319	SMP	1	472.80	893.49	00:05:15:20		Saccade
559205061	SMP	1	467.86	888.79	00:05:15:21		Fixation
559238609	SMP	1	469.26	887.75	00:05:15:22		Fixation
559272081	SMP	1	469.44	887.45	00:05:15:23		Saccade
559304894	SMP	1	664.83	946.62	00:05:16:00		Saccade
559338362	SMP	1	666.54	949.31	00:05:16:00		Fixation
559372345	SMP	1	670.46	956.28	00:05:16:01		Fixation
559404187	SMP	1	672.45	955.44	00:05:16:02		Fixation
559439214	SMP	1	671.07	947.27	00:05:16:03		Saccade
559472067	SMP	1	686.62	957.36	00:05:16:03		Saccade
559505570	SMP	1	695.01	959.66	00:05:16:04		Fixation
559538664	SMP	1	693.79	959.58	00:05:16:05		Fixation
559570980	SMP	1	690.45	951.83	00:05:16:06		Fixation
559604252	SMP	1	690.60	960.30	00:05:16:07		Fixation
559637824	SMP	1	690.82	961.65	00:05:16:07		Fixation
559670443	SMP	1	691.14	962.86	00:05:16:08		Fixation
559704035	SMP	1	691.62	963.06	00:05:16:09		Saccade
559737499	SMP	1	671.46	955.94	00:05:16:10		Saccade
559771043	SMP	1	671.82	950.47	00:05:16:10		Blink
559804856	SMP	1	672.62	948.32	00:05:16:11		Blink
559837356	SMP	1	670.84	945.55	00:05:16:12		Blink
559870968	SMP	1	670.89	944.14	00:05:16:13		Blink
559903534	SMP	1	669.98	946.35	00:05:16:14		Blink
559937672	SMP	1	690.62	946.39	00:05:16:15		Blink
559971209	SMP	1	712.60	954.94	00:05:16:15		Blink
560004962	SMP	1	708.85	952.38	00:05:16:16		Blink
560036322	SMP	1	755.19	877.44	00:05:16:17		Blink
560070739	SMP	1	788.09	869.89	00:05:16:18		Fixation
560103877	SMP	1	788.99	875.14	00:05:16:18		Fixation
560137664	SMP	1	786.97	876.26	00:05:16:19		Fixation
560170307	SMP	1	785.75	877.90	00:05:16:20		Fixation
560203434	SMP	1	785.62	879.97	00:05:16:21		Fixation
560237453	SMP	1	787.26	882.31	00:05:16:21		Fixation
560269714	SMP	1	789.48	884.30	00:05:16:22		Fixation
560303851	SMP	1	732.99	876.99	00:05:17:00		Saccade
560336466	SMP	1	357.87	990.30	00:05:17:00		Saccade
560370190	SMP	1	356.46	987.35	00:05:17:01		Saccade
560402635	SMP	1	391.97	978.08	00:05:17:01		Fixation
560436206	SMP	1	416.70	972.92	00:05:17:03		Fixation
560470543	SMP	1	417.75	965.33	00:05:17:03		Fixation
560503018	SMP	1	418.86	958.73	00:05:17:03		Fixation
560535309	SMP	1	423.44	953.72	00:05:17:05		Fixation
560569472	SMP	1	427.66	952.85	00:05:17:06		Fixation
560603288	SMP	1	429.98	954.70	00:05:17:06		Fixation
560639621	SMP	1	434.35	956.11	00:05:17:07		Saccade
560671264	SMP	1	549.24	849.06	00:05:17:08		Saccade
560702551	SMP	1	539.03	864.97	00:05:17:09		Saccade
560736758	SMP	1	534.53	838.04	00:05:17:10		Fixation
560769817	SMP	1	530.22	836.63	00:05:17:11		Fixation
560802115	SMP	1	530.56	837.88	00:05:17:11		Fixation
560835496	SMP	1	530.39	837.53	00:05:17:12		Fixation
560868904	SMP	1	534.29	839.71	00:05:17:13		Fixation
560902454	SMP	1	537.75	837.25	00:05:17:14		Saccade
560935130	SMP	1	638.21	871.62	00:05:17:15		Saccade
560968927	SMP	1	639.01	870.54	00:05:17:15		Saccade
561001257	SMP	1	637.20	868.68	00:05:17:16		Saccade
561035605	SMP	1	374.04	793.19	00:05:17:17		Saccade
561069150	SMP	1	363.86	802.94	00:05:17:18		Fixation
561102036	SMP	1	370.29	803.78	00:05:17:19		Fixation
561136546	SMP	1	371.33	803.10	00:05:17:19		Fixation
561167909	SMP	1	373.15	803.13	00:05:17:20		Saccade
561201079	SMP	1	401.96	807.89	00:05:17:21		Saccade
561235513	SMP	1	415.41	801.66	00:05:17:22		Saccade
561269670	SMP	1	425.43	804.61	00:05:17:23		Fixation
561301451	SMP	1	424.69	804.32	00:05:17:23		Fixation
561335082	SMP	1	424.66	804.33	00:05:17:23		Fixation
561367267	SMP	1	423.44	802.51	00:05:18:01		Fixation
561403396	SMP	1	376.50	846.95	00:05:18:01		Saccade
561436321	SMP	1	430.18	890.26	00:05:18:02		Saccade
561471932	SMP	1	373.03	846.13	00:05:18:03		Saccade
561505559	SMP	1	428.99	889.24	00:05:18:04		Saccade
561534845	SMP	1	621.60	840.31	00:05:18:05		Saccade
561568213	SMP	1	619.01	843.03	00:05:18:06		Saccade
561602210	SMP	1	667.43	844.45	00:05:18:06		Fixation
561635411	SMP	1	662.82	840.25	00:05:18:07		Fixation
561668265	SMP	1	657.96	838.69	00:05:18:08		Fixation
561700928	SMP	1	653.79	839.96	00:05:18:09		Fixation
561733982	SMP	1	649.40	843.56	00:05:18:10		Fixation
561767158	SMP	1	647.70	846.23	00:05:18:10		Fixation
561799803	SMP	1	647.35	848.16	00:05:18:11		Fixation
561834577	SMP	1	647.52	848.99	00:05:18:12		Fixation
561868047	SMP	1	648.60	848.48	00:05:18:13		Fixation
561900695	SMP	1	647.83	848.44	00:05:18:13		Fixation
561934058	SMP	1	646.87	848.74	00:05:18:15		Saccade
561969099	SMP	1	644.80	806.18	00:05:18:15		Saccade
562003407	SMP	1	644.49	800.87	00:05:18:16		Fixation
562035139	SMP	1	642.19	802.38	00:05:18:17		Fixation
562068112	SMP	1	670.15	762.09	00:05:18:18		Fixation
562100205	SMP	1	666.65	762.11	00:05:18:18		Blink
562133206	SMP	1	664.55	763.78	00:05:18:19		Blink
562166016	SMP	1	662.75	764.78	00:05:18:19		Blink
562199371	SMP	1	662.31	767.19	00:05:18:20		Blink
562233136	SMP	1	662.55	771.73	00:05:18:21		Blink
562268709	SMP	1	664.18	773.30	00:05:18:22		Blink
562303631	SMP	1	665.53	774.45	00:05:18:23		Blink
562338085	SMP	1	668.40	804.51	00:05:19:00		Fixation
562367991	SMP	1	670.08	804.39	00:05:19:01		Fixation
562400916	SMP	1	669.54	808.42	00:05:19:02		Fixation
562433815	SMP	1	668.85	809.04	00:05:19:02		Fixation
562465248	SMP	1	666.24	812.41	00:05:19:03		Fixation
562499425	SMP	1	662.31	816.56	00:05:19:04		Fixation
562534533	SMP	1	657.38	821.34	00:05:19:04		Fixation
562570072	SMP	1	650.12	824.41	00:05:19:06		Saccade
562599558	SMP	1	639.33	830.71	00:05:19:06		Saccade
562631918	SMP	1	639.25	830.41	00:05:19:07		Saccade
562666979	SMP	1	740.21	889.37	00:05:19:08		Saccade
562701304	SMP	1	956.78	927.71	00:05:19:09		Saccade
562733597	SMP	1	908.80	881.00	00:05:19:10		Saccade
562767628	SMP	1	912.35	969.11	00:05:19:11		Saccade
562800147	SMP	1	857.63	918.87	00:05:19:11		Saccade
562832166	SMP	1	814.41	910.36	00:05:19:12		Fixation
562866992	SMP	1	799.58	914.00	00:05:19:13		Fixation
562898685	SMP	1	791.94	878.46	00:05:19:14		Fixation
562932714	SMP	1	773.98	880.91	00:05:19:14		Fixation
562966163	SMP	1	776.54	857.26	00:05:19:15		Fixation
562999450	SMP	1	777.26	856.13	00:05:19:16		Saccade
563030980	SMP	1	762.44	889.81	00:05:19:16		Saccade
563065873	SMP	1	773.89	867.58	00:05:19:17		Saccade
563099397	SMP	1	757.03	905.03	00:05:19:19		Saccade
563133239	SMP	1	701.87	836.09	00:05:19:19		Saccade
563165723	SMP	1	638.30	791.74	00:05:19:20		Saccade
563198183	SMP	1	527.71	823.02	00:05:19:21		Saccade
563231299	SMP	1	421.32	910.80	00:05:19:22		Saccade
563264543	SMP	1	448.15	903.54	00:05:19:22		Fixation
563298220	SMP	1	456.54	901.23	00:05:19:23		Fixation
563331122	SMP	1	487.28	869.02	00:05:20:00		Fixation
563365270	SMP	1	491.93	885.59	00:05:20:01		Fixation
563399465	SMP	1	509.03	868.22	00:05:20:02		Fixation
563431680	SMP	1	489.75	885.29	00:05:20:02		Saccade
563463456	SMP	1	451.80	889.65	00:05:20:03		Saccade
563499286	SMP	1	464.00	878.37	00:05:20:04		Fixation
563534471	SMP	1	471.78	863.49	00:05:20:05		Fixation
563564887	SMP	1	482.56	856.41	00:05:20:05		Fixation
563597289	SMP	1	487.62	854.15	00:05:20:06		Fixation
563629858	SMP	1	482.13	851.42	00:05:20:07		Fixation
563664240	SMP	1	475.27	861.75	00:05:20:08		Saccade
563696519	SMP	1	581.12	874.48	00:05:20:09		Saccade
563729812	SMP	1	584.86	873.16	00:05:20:10		Saccade
563764437	SMP	1	762.08	1212.05	00:05:20:10		Saccade
563796815	SMP	1	936.77	1288.36	00:05:20:11		Saccade
563830469	SMP	1	949.17	1301.13	00:05:20:11		Saccade
563862949	SMP	1	1024.98	976.60	00:05:20:12		Saccade
563896699	SMP	1	1023.26	978.73	00:05:20:13		Saccade
563930119	SMP	1	963.76	989.21	00:05:20:14		Saccade
563965659	SMP	1	906.06	923.53	00:05:20:15		Saccade
563998849	SMP	1	877.71	966.90	00:05:20:16		Fixation
564030603	SMP	1	867.18	949.56	00:05:20:17		Fixation
564063525	SMP	1	837.29	993.55	00:05:20:18		Fixation
564096665	SMP	1	786.76	991.37	00:05:20:18		Fixation
564129294	SMP	1	752.86	935.65	00:05:20:19		Saccade
564162528	SMP	1	817.45	952.76	00:05:20:20		Saccade
564198487	SMP	1	802.35	969.39	00:05:20:21		Fixation
564229951	SMP	1	772.71	971.08	00:05:20:22		Fixation
564263225	SMP	1	772.72	971.06	00:05:20:22		Saccade
564297254	SMP	1	856.12	1011.18	00:05:20:23		Saccade
564330054	SMP	1	803.30	942.67	00:05:21:00		Saccade
564362098	SMP	1	797.94	944.85	00:05:21:00		-
564395781	SMP	1	1040.02	1140.62	00:05:21:01		Saccade
564429261	SMP	1	1047.54	764.75	00:05:21:02		Saccade
564463349	SMP	1	1165.82	719.21	00:05:21:03		Fixation
564496519	SMP	1	1204.36	730.17	00:05:21:04		Fixation
564530105	SMP	1	1272.15	756.52	00:05:21:05		Fixation
564562777	SMP	1	1325.46	803.00	00:05:21:06		Fixation
564596006	SMP	1	1359.62	822.66	00:05:21:07		Fixation
564629465	SMP	1	1300.57	855.45	00:05:21:07		Fixation
564661963	SMP	1	1267.61	818.80	00:05:21:08		Saccade
564695406	SMP	1	1134.62	751.54	00:05:21:09		Saccade
564729273	SMP	1	1064.10	755.95	00:05:21:09		Saccade
564761372	SMP	1	986.24	744.44	00:05:21:10		Saccade
564794796	SMP	1	950.76	740.52	00:05:21:11		Saccade
564829128	SMP	1	880.11	687.93	00:05:21:12		Saccade
564861605	SMP	1	827.02	691.18	00:05:21:12		Saccade
564894365	SMP	1	786.43	697.97	00:05:21:13		Fixation
564928488	SMP	1	759.60	698.85	00:05:21:14		Fixation
564961628	SMP	1	725.10	686.49	00:05:21:15		Fixation
564994698	SMP	1	699.72	677.51	00:05:21:16		Fixation
565028147	SMP	1	686.26	673.52	00:05:21:17		Fixation
565063629	SMP	1	675.88	670.10	00:05:21:17		Fixation
565095773	SMP	1	666.91	668.59	00:05:21:18		Fixation
565130055	SMP	1	660.40	673.29	00:05:21:19		Fixation
565163253	SMP	1	637.87	689.99	00:05:21:20		Saccade
565195123	SMP	1	573.30	709.76	00:05:21:20		Saccade
565231120	SMP	1	546.43	681.53	00:05:21:21		Fixation
565264675	SMP	1	567.02	643.61	00:05:21:23		Fixation
565299168	SMP	1	576.03	642.82	00:05:21:23		Blink
565328102	SMP	1	579.08	641.32	00:05:22:00		Blink
565361488	SMP	1	579.24	641.99	00:05:22:01		Blink
565398595	SMP	1	552.05	632.64	00:05:22:02		Blink
565428567	SMP	1	517.15	608.29	00:05:22:02		Blink
565460819	SMP	1	522.31	607.44	00:05:22:03		Saccade
565493693	SMP	1	524.82	600.37	00:05:22:04		Saccade
565526768	SMP	1	522.48	607.06	00:05:22:04		Fixation
565560496	SMP	1	517.05	611.93	00:05:22:05		Fixation
565594493	SMP	1	508.32	609.45	00:05:22:06		Fixation
565627123	SMP	1	503.83	612.75	00:05:22:07		Saccade
565659965	SMP	1	486.12	620.13	00:05:22:08		Saccade
565694009	SMP	1	487.01	630.15	00:05:22:09		Fixation
565727490	SMP	1	478.63	627.61	00:05:22:10		Fixation
565760966	SMP	1	472.17	634.62	00:05:22:10		Fixation
565795121	SMP	1	470.18	644.34	00:05:22:11		Saccade
565827142	SMP	1	479.38	657.44	00:05:22:12		Saccade
565860209	SMP	1	480.24	671.56	00:05:22:13		Saccade
565893054	SMP	1	481.23	683.23	00:05:22:13		Saccade
565925741	SMP	1	461.83	894.47	00:05:22:15		Saccade
565959578	SMP	1	461.20	907.93	00:05:22:15		Blink
565995435	SMP	1	380.69	1185.47	00:05:22:16		Blink
566026739	SMP	1	431.91	627.05	00:05:22:17		Blink
566062752	SMP	1	236.93	608.13	00:05:22:17		Blink
566093764	SMP	1	315.49	615.45	00:05:22:18		Fixation
566125842	SMP	1	321.12	651.48	00:05:22:19		Fixation
566159476	SMP	1	373.74	646.41	00:05:22:20		Fixation
566192427	SMP	1	407.23	666.21	00:05:22:21		Fixation
566226271	SMP	1	431.41	681.50	00:05:22:21		Fixation
566259368	SMP	1	456.98	694.49	00:05:22:22		Saccade
566292132	SMP	1	361.56	614.82	00:05:22:23		Saccade
566326804	SMP	1	399.01	621.40	00:05:22:23		Fixation
566358872	SMP	1	438.90	625.70	00:05:23:00		Fixation
566391831	SMP	1	469.11	650.45	00:05:23:01		Fixation
566426198	SMP	1	517.66	642.06	00:05:23:02		Fixation
566458477	SMP	1	550.55	669.20	00:05:23:03		Fixation
566492526	SMP	1	578.02	682.51	00:05:23:04		Fixation
566525881	SMP	1	586.23	688.66	00:05:23:05		Fixation
566560599	SMP	1	592.65	692.52	00:05:23:05		Saccade
566591726	SMP	1	629.87	707.28	00:05:23:06		Saccade
566625443	SMP	1	640.84	722.62	00:05:23:07		Fixation
566659995	SMP	1	648.38	740.53	00:05:23:08		Fixation
566691953	SMP	1	653.18	758.18	00:05:23:09		Fixation
566725903	SMP	1	659.84	767.12	00:05:23:09		Saccade
566758460	SMP	1	673.82	796.58	00:05:23:10		Saccade
566791902	SMP	1	679.04	806.94	00:05:23:11		Fixation
566824738	SMP	1	684.93	826.80	00:05:23:12		Fixation
566858066	SMP	1	688.92	828.17	00:05:23:13		Fixation
566893306	SMP	1	693.05	843.56	00:05:23:14		Fixation
566926625	SMP	1	682.48	884.52	00:05:23:15		Saccade
566959523	SMP	1	619.85	798.96	00:05:23:15		Saccade
566993755	SMP	1	624.88	797.58	00:05:23:16		Fixation
567024859	SMP	1	633.19	801.60	00:05:23:17		Fixation
567057985	SMP	1	636.27	779.35	00:05:23:18		Fixation
567091744	SMP	1	645.33	774.64	00:05:23:18		Fixation
567125330	SMP	1	643.77	759.17	00:05:23:19		Fixation
567156956	SMP	1	653.00	766.42	00:05:23:19		Fixation
567191311	SMP	1	663.43	770.13	00:05:23:20		Fixation
567224145	SMP	1	663.51	775.97	00:05:23:21		Fixation
567257359	SMP	1	656.76	778.73	00:05:23:22		Fixation
567290019	SMP	1	657.02	784.68	00:05:23:23		Saccade
567324586	SMP	1	710.24	826.67	00:05:23:23		Saccade
567357272	SMP	1	726.23	830.17	00:05:24:00		Fixation
567390733	SMP	1	729.92	824.78	00:05:24:01		Fixation
567424981	SMP	1	735.22	823.58	00:05:24:02		Saccade
567456917	SMP	1	730.83	811.09	00:05:24:03		Saccade
567490744	SMP	1	727.53	809.04	00:05:24:04		Fixation
567523406	SMP	1	720.60	803.21	00:05:24:04		Fixation
567557057	SMP	1	727.12	795.43	00:05:24:05		Fixation
567590374	SMP	1	765.12	842.89	00:05:24:06		Saccade
567624589	SMP	1	711.16	780.72	00:05:24:07		Saccade
567656712	SMP	1	704.73	773.46	00:05:24:08		Fixation
567690761	SMP	1	712.17	777.58	00:05:24:09		Fixation
567724429	SMP	1	703.33	761.03	00:05:24:10		Fixation
567757681	SMP	1	696.66	762.48	00:05:24:10		Fixation
567789996	SMP	1	694.84	762.77	00:05:24:11		Fixation
567822974	SMP	1	688.75	762.56	00:05:24:12		Fixation
567856644	SMP	1	688.40	761.26	00:05:24:13		Saccade
567889823	SMP	1	723.66	738.41	00:05:24:14		Saccade
567922335	SMP	1	725.20	728.61	00:05:24:14		Fixation
567956438	SMP	1	724.66	723.43	00:05:24:15		Fixation
567990254	SMP	1	724.68	715.56	00:05:24:15		Fixation
568022324	SMP	1	720.99	714.16	00:05:24:16		Fixation
568057419	SMP	1	730.45	719.78	00:05:24:17		Fixation
568090685	SMP	1	718.47	717.96	00:05:24:18		Fixation
568127052	SMP	1	716.99	702.66	00:05:24:19		Saccade
568156182	SMP	1	685.81	659.39	00:05:24:20		Saccade
568189957	SMP	1	692.72	641.59	00:05:24:21		Fixation
568222562	SMP	1	684.62	637.76	00:05:24:22		Fixation
568257484	SMP	1	683.91	637.72	00:05:24:22		Fixation
568289439	SMP	1	682.39	638.21	00:05:24:23		Fixation
568321881	SMP	1	683.15	634.74	00:05:25:00		Fixation
568355776	SMP	1	681.66	626.97	00:05:25:01		Fixation
568388750	SMP	1	683.43	619.88	00:05:25:02		Fixation
568421365	SMP	1	686.86	612.98	00:05:25:02		Fixation
568455490	SMP	1	614.35	637.26	00:05:25:03		Saccade
568488057	SMP	1	536.55	713.87	00:05:25:04		Saccade
568522753	SMP	1	541.46	705.30	00:05:25:04		Fixation
568557041	SMP	1	546.17	697.92	00:05:25:05		Fixation
568588644	SMP	1	549.67	684.35	00:05:25:06		Fixation
568621459	SMP	1	553.61	677.50	00:05:25:07		Fixation
568654617	SMP	1	556.58	670.43	00:05:25:08		Fixation
568688705	SMP	1	646.97	669.74	00:05:25:09		Saccade
568721727	SMP	1	743.21	685.85	00:05:25:09		Saccade
568754720	SMP	1	866.88	662.20	00:05:25:10		Saccade
568787278	SMP	1	855.87	646.41	00:05:25:11		Fixation
568822260	SMP	1	847.70	629.87	00:05:25:11		Fixation
568855274	SMP	1	748.71	673.98	00:05:25:12		Saccade
568888655	SMP	1	641.01	737.50	00:05:25:13		Saccade
568921769	SMP	1	641.06	724.60	00:05:25:14		Fixation
568954630	SMP	1	642.28	719.11	00:05:25:15		Fixation
568989779	SMP	1	647.52	714.59	00:05:25:16		Fixation
569023178	SMP	1	651.16	708.72	00:05:25:17		Saccade
569055739	SMP	1	613.35	681.89	00:05:25:18		Saccade
569089459	SMP	1	619.26	683.65	00:05:25:18		Fixation
569125527	SMP	1	623.25	680.98	00:05:25:19		Fixation
569154727	SMP	1	628.50	677.32	00:05:25:20		Fixation
569188774	SMP	1	635.64	675.36	00:05:25:21		Fixation
569220575	SMP	1	644.38	668.28	00:05:25:21		Saccade
569254398	SMP	1	653.12	658.86	00:05:25:22		Saccade
569287010	SMP	1	659.83	663.79	00:05:26:00		Fixation
569321079	SMP	1	665.95	661.69	00:05:26:01		Fixation
569354690	SMP	1	671.41	660.06	00:05:26:02		Fixation
569388777	SMP	1	675.17	653.85	00:05:26:02		Saccade
569421586	SMP	1	638.76	636.71	00:05:26:03		Saccade
569456105	SMP	1	639.72	624.15	00:05:26:04		Fixation
569487391	SMP	1	640.47	618.23	00:05:26:05		Fixation
569521122	SMP	1	640.60	619.73	00:05:26:06		Fixation
569554935	SMP	1	645.56	627.56	00:05:26:07		Saccade
569587167	SMP	1	649.26	643.77	00:05:26:07		Saccade
569620167	SMP	1	657.17	658.62	00:05:26:08		Fixation
569654810	SMP	1	665.54	673.33	00:05:26:08		Fixation
569688525	SMP	1	673.95	681.93	00:05:26:09		Fixation
569718933	SMP	1	686.46	691.71	00:05:26:10		Fixation
569753672	SMP	1	687.93	700.02	00:05:26:11		Fixation
569788377	SMP	1	693.99	709.17	00:05:26:12		Fixation
569823335	SMP	1	697.00	717.47	00:05:26:13		Fixation
569853782	SMP	1	702.76	723.66	00:05:26:14		Fixation
569887054	SMP	1	706.37	728.84	00:05:26:14		Fixation
569919354	SMP	1	713.66	737.81	00:05:26:15		Fixation
569953536	SMP	1	726.76	749.21	00:05:26:16		Fixation
569986097	SMP	1	742.65	759.67	00:05:26:17		Fixation
570020596	SMP	1	754.24	770.88	00:05:26:17		Fixation
570054497	SMP	1	766.83	782.82	00:05:26:18		Fixation
570085434	SMP	1	773.05	788.07	00:05:26:19		Fixation
570119764	SMP	1	780.85	785.29	00:05:26:20		Fixation
570153172	SMP	1	780.07	782.90	00:05:26:20		Fixation
570186467	SMP	1	778.17	772.59	00:05:26:21		Fixation
570219373	SMP	1	777.98	764.90	00:05:26:23		Fixation
570252781	SMP	1	775.30	761.52	00:05:26:23		Saccade
570287558	SMP	1	766.25	755.27	00:05:27:00		Saccade
570317981	SMP	1	763.49	753.44	00:05:27:01		Fixation
570351764	SMP	1	760.08	737.80	00:05:27:01		Fixation
570384759	SMP	1	764.24	711.51	00:05:27:02		Fixation
570418064	SMP	1	762.46	706.28	00:05:27:03		Fixation
570451955	SMP	1	763.35	701.67	00:05:27:04		Saccade
570487007	SMP	1	757.52	683.65	00:05:27:04		Saccade
570518985	SMP	1	756.44	679.33	00:05:27:05		Fixation
570550849	SMP	1	756.43	672.39	00:05:27:06		Fixation
570584924	SMP	1	758.19	666.81	00:05:27:07		Saccade
570620483	SMP	1	736.67	650.25	00:05:27:08		Saccade
570651869	SMP	1	735.40	651.55	00:05:27:09		Fixation
570684772	SMP	1	739.55	649.87	00:05:27:09		Fixation
570719027	SMP	1	749.02	654.11	00:05:27:10		Fixation
570751616	SMP	1	758.46	653.47	00:05:27:11		Fixation
570785232	SMP	1	759.09	647.32	00:05:27:12		Saccade
570818711	SMP	1	765.96	673.82	00:05:27:13		Saccade
570852364	SMP	1	765.70	673.00	00:05:27:13		Fixation
570883840	SMP	1	768.86	667.89	00:05:27:14		Fixation
570917046	SMP	1	770.37	666.23	00:05:27:15		Fixation
570952031	SMP	1	776.00	666.99	00:05:27:16		Fixation
570984350	SMP	1	780.51	667.99	00:05:27:17		Fixation
571017459	SMP	1	786.24	668.95	00:05:27:18		Saccade
571052279	SMP	1	796.89	669.97	00:05:27:18		Saccade
571087849	SMP	1	802.26	669.09	00:05:27:19		Fixation
571118713	SMP	1	806.95	666.59	00:05:27:20		Fixation
571150777	SMP	1	812.04	667.44	00:05:27:21		Fixation
571186016	SMP	1	817.93	668.01	00:05:27:22		Saccade
571217035	SMP	1	819.98	667.33	00:05:27:22		Saccade
571251006	SMP	1	841.56	679.52	00:05:27:23		Saccade
571284043	SMP	1	841.51	676.24	00:05:28:00		Fixation
571318191	SMP	1	836.79	674.60	00:05:28:00		Fixation
571382735	SMP	1	835.28	666.89	00:05:28:02		Fixation
571417175	SMP	1	835.06	665.49	00:05:28:03		Fixation
571450641	SMP	1	831.45	663.58	00:05:28:03		Fixation
571484656	SMP	1	834.28	664.97	00:05:28:04		Fixation
571517190	SMP	1	836.27	664.93	00:05:28:05		Saccade
571550445	SMP	1	822.59	673.03	00:05:28:06		Saccade
571583258	SMP	1	826.20	672.14	00:05:28:07		Saccade
571617203	SMP	1	824.14	666.40	00:05:28:08		Fixation
571653220	SMP	1	825.40	666.76	00:05:28:09		Fixation
571684145	SMP	1	825.46	665.17	00:05:28:09		Fixation
571715559	SMP	1	826.11	664.39	00:05:28:10		Saccade
571749376	SMP	1	811.30	661.62	00:05:28:11		Saccade
571784265	SMP	1	812.97	660.31	00:05:28:12		Fixation
571817754	SMP	1	815.24	656.96	00:05:28:13		Fixation
571849820	SMP	1	815.44	656.14	00:05:28:13		Fixation
571882753	SMP	1	820.65	655.09	00:05:28:14		Fixation
571916092	SMP	1	822.45	654.49	00:05:28:15		Fixation
571949666	SMP	1	824.15	653.85	00:05:28:16		Fixation
571982552	SMP	1	824.73	653.71	00:05:28:17		Fixation
572015624	SMP	1	827.91	654.26	00:05:28:17		Fixation
572049576	SMP	1	832.21	652.83	00:05:28:18		Fixation
572081554	SMP	1	836.23	651.27	00:05:28:19		Fixation
572115408	SMP	1	840.76	648.35	00:05:28:20		Fixation
572149214	SMP	1	844.84	645.87	00:05:28:20		Fixation
